N,P,K,Temp,Humidity,pH,Rainfall,Soil_temp,Soil_moisture,Crop
149.7,49.2,73.3,31.2,62.6,7.48,582.2,26,20.5,Cotton
131.9,30.8,53.4,29.7,35.1,6.95,523.2,30.4,35.4,Cotton
176.5,35,84.7,30.6,54.7,7.93,539.1,32,31,Cotton
160.8,47.1,102.9,31.4,34.7,7.05,757.3,32,15.1,Cotton
147.9,51.8,73,27,64.2,7.95,909.5,29.3,18.1,Cotton
92.6,24.6,79,27,61.1,7.37,709.7,25.7,39.6,Cotton
144.8,34,47.7,27,69.7,6.37,590.3,25.8,29.4,Cotton
168.6,18.7,116.6,30.2,49.9,7.24,655.1,28.6,17.3,Cotton
140.3,50.5,106.3,27.2,70,7.45,691.5,26.6,31.4,Cotton
95.2,29.4,74.4,29.6,54.5,7.25,583.6,25.5,44.1,Cotton
170.3,36.9,72.9,28.3,55.2,6.53,549.1,26.6,16.5,Cotton
90.2,19.2,90.5,32,41.1,6.1,757.2,28.9,27.8,Cotton
191.2,43,70.6,30.9,43.6,6.79,583.9,25.2,34.9,Cotton
139.9,50.1,74.2,30.6,51.8,7.31,535.2,25.9,12.9,Cotton
172.6,39.7,37,29.9,67,7.59,460,32,26.6,Cotton
145,42.6,83.8,27.2,48.2,7.06,557.9,32,32.5,Cotton
124.4,52,76.7,31.4,63.4,6.4,667.1,31.9,31.9,Cotton
193.8,26.7,108.5,32,51.8,6.14,751.8,22.4,32.8,Cotton
162.4,44.9,99.7,27,48.5,6.76,521.9,26.8,22.6,Cotton
200,45.1,90.1,29.5,57.6,7.25,515.5,27.9,31.1,Cotton
156.3,51.8,93.2,32,50.7,6.96,742.6,30.5,29.4,Cotton
80,29.2,85.7,32,61.6,7.16,495.3,31.5,27.2,Cotton
140.1,38.7,97.1,31.6,52.3,5.98,571.8,30.2,30.6,Cotton
160.2,37.6,82.8,32,70,6.84,669.8,28.5,26.1,Cotton
133.2,46.4,80.7,32,49.1,7.6,708.2,26.8,22,Cotton
111,54.8,52.3,27.7,30,6.69,497.3,31,33.5,Cotton
166.4,45.3,68,32,54.4,6.73,520,30.7,30,Cotton
177.5,15.3,100.2,27,30,7.15,549.1,24.5,30.5,Cotton
112.1,40.8,84.7,31.1,38.8,7.43,665.7,29.8,21.8,Cotton
122.1,37.7,85.2,30.9,59.3,6.68,679.7,26.8,35.5,Cotton
190.8,46,50.8,27.2,44.6,6.85,515.6,27.7,27.6,Cotton
125.1,38.9,72.9,32,67.1,7.16,445.6,22.1,47.6,Cotton
133.3,39,62.6,30.5,54.6,7.02,627.7,28.8,23.1,Cotton
143.6,39.7,90.6,29.6,44.1,6.8,1000,24.9,47.4,Cotton
120.7,36,99.6,29.7,68.5,7.15,639.6,26.9,26.1,Cotton
140.2,38.3,70.5,32,64,7.48,574.1,27.7,34.2,Cotton
173.5,40.1,65.2,32,47.1,7.09,885.8,25.3,28.4,Cotton
151.3,39.6,76.1,27.8,40.2,6.69,432.3,30.6,36.9,Cotton
146.2,39.1,36.9,32,42.2,7.86,663.7,29.2,44.3,Cotton
161.6,41.1,67,29.7,47.3,6.96,656,26.2,20.2,Cotton
131.5,46.2,31.9,32,43.4,6.91,616.7,21.1,31,Cotton
172.1,44.8,73.6,32,51.8,6.7,653.6,25.5,37.4,Cotton
189.8,34.5,77.9,27.9,54.3,6.82,759.2,25.3,25.2,Cotton
168.4,39.7,85.8,29.2,52.5,6.78,750.7,21.9,37,Cotton
107.2,36.4,94.1,29,53.5,7.14,614,26.6,25.3,Cotton
155.5,18,90.6,27,57.4,7.24,473.1,26.6,22,Cotton
95.3,26.8,91.3,31.3,43.5,6.26,725,28.1,21.1,Cotton
155.9,57.4,48.6,32,54.6,6.38,602.1,22.3,31.8,Cotton
165.1,48.3,45.9,31.6,38.7,6.81,551,31.8,12.8,Cotton
118.7,47.1,83.7,27,43,6.9,414.5,26.1,38.3,Cotton
165.8,42.6,87.5,32,41.7,6.36,590.5,31.8,46.6,Cotton
174.5,35.7,71.2,31.7,43.9,7,754.7,29.3,17,Cotton
145.6,46.9,97.7,28.5,51.9,7.04,518.7,23.8,38.8,Cotton
200,56.1,69.8,30.6,52.1,6.61,678.8,28.7,23.7,Cotton
176.9,42.2,69.5,28.5,39.9,6.9,676.6,28.7,39,Cotton
144.3,28.6,52.9,27,47.2,6.25,550.7,32,43.8,Cotton
150.9,17.7,126,31.6,45.8,7.73,959.1,21.1,44.9,Cotton
147,40.5,89.1,29,49.2,7.66,612.6,30.7,26,Cotton
166.2,29.9,76.8,32,51.4,6.8,469.4,32,24.2,Cotton
116.2,53.1,67.7,29.7,54.1,6.64,676.8,27.7,35.4,Cotton
154.8,33,115.9,27.2,52.2,7.22,453,26.7,33.4,Cotton
200,49.2,94.8,27,42.9,7.03,759.1,30.2,21.4,Cotton
122.7,35.5,86.2,27,35.7,7.46,571.2,24.7,45.2,Cotton
166.1,32.7,94.4,27.6,43.9,7.02,674.8,23.9,31.9,Cotton
162.2,40,92.1,28.1,52.7,6.86,591.6,27.2,26.2,Cotton
133.4,36.6,86.4,29,65.5,6.67,413.9,24.4,13,Cotton
164.6,29.3,82.8,29.1,62.7,7.24,639.7,32,30.4,Cotton
128.5,36.1,121.6,32,49.7,7.41,554.7,28.7,17.4,Cotton
190.4,38.2,60.7,31.8,42.9,6.38,690.9,24.4,16.8,Cotton
173.6,51.2,67,28.4,60.1,7,643.2,22.6,47.3,Cotton
143.2,41.3,87.5,27,37.2,6.63,785.7,30.2,33.7,Cotton
137.1,43.3,86.9,32,42.8,7.71,596.3,31.1,27.7,Cotton
142.1,35.2,72.7,27.6,55.2,7.56,656.2,24.1,23.2,Cotton
133,27.7,62.8,27,54.3,7.41,593.7,26.6,29.5,Cotton
165.4,38.7,45.1,27,52.3,5.68,689.2,32,24.1,Cotton
160.9,41.8,65,27.4,42.2,7.49,715.7,24.7,27,Cotton
182.2,60,68.7,27,61.7,6.57,424.9,25.9,26.4,Cotton
200,52.4,73.8,31.2,47.2,7.81,627.3,28,35.4,Cotton
182.5,39.7,82.8,32,53.1,6.54,607,22.1,24.1,Cotton
146.2,45.5,97.8,27,56.6,7.02,400,26.8,30.9,Cotton
120.4,29.5,121.2,31.4,40.4,6.88,533.9,28.2,46.1,Cotton
120,51.4,54.4,27,63.9,6.95,400,24.1,14.2,Cotton
165,44,90,30.4,64.6,6.85,614.8,32,33.5,Cotton
186.6,37.7,150,27,70,6.15,601.1,28,42.4,Cotton
137.5,29,56.7,28.3,47.3,6.92,676.6,29.1,49.8,Cotton
80,60,62.5,27,57.3,6.82,648.9,20.2,28.7,Cotton
164,60,46.5,28.4,58.9,6.39,673.4,32,18.6,Cotton
197,46,96.4,29,45.2,7.65,613.1,27.7,21.5,Cotton
101.7,28.1,64.1,27,30,6.75,724.1,32,30.9,Cotton
149.5,37.6,86.7,27.7,40.7,6.96,679.2,32,33.9,Cotton
166.8,49.6,73.1,27,59.6,6.76,556.2,28.3,34.9,Cotton
162.8,52.8,83.6,32,44.6,7.72,428.4,29.9,30.8,Cotton
157.7,49.4,97.6,32,51.5,6.66,622.9,28.8,42.5,Cotton
162.5,54,118.2,27,51.3,7.48,703,27.2,14.8,Cotton
112,42,139.5,29.4,45.4,6,452.8,32,21.2,Cotton
106.2,44.6,95.4,27,63,7.24,568,31,42.7,Cotton
105.9,37.1,122.1,30.8,49.2,7.2,595.6,29,22.4,Cotton
157.9,51,98.9,32,41.1,7.03,602.2,29.9,29.4,Cotton
137.5,43.1,93.6,30.6,51.4,7.08,681.9,25,38.6,Cotton
164.1,33.3,100.4,27.8,63.1,7.17,522.5,31.1,34.4,Cotton
84,42.3,65.6,27,45.9,6.68,606.3,32,20.6,Cotton
120,36.5,61.9,31.3,56.7,7.41,506,25.1,48.6,Cotton
154,45.5,124.3,30.5,45,7.23,519.9,24.8,20.8,Cotton
141.4,45.8,87.1,31.9,49.1,7.2,515.3,30.1,58.1,Cotton
148.7,35,99.7,28.7,47.4,6.6,639.4,28.4,26.9,Cotton
181.7,38.2,130.2,27.6,49,7,890.6,25.8,25.6,Cotton
150.8,27.1,96.6,32,43.2,6.12,564.5,26.6,28.5,Cotton
105.8,43.7,72.3,29.3,49.4,6.43,700.1,29.9,17.8,Cotton
124.3,33.8,72.4,32,45.1,6.32,514.5,30.6,33.3,Cotton
173,48.2,83.5,30,43.9,7.67,545.7,26.2,10,Cotton
141.4,44.3,72.8,32,60.8,6.46,638.6,29.5,19.7,Cotton
187.6,49.3,93.1,28.6,46.1,6.56,552.4,27,25.4,Cotton
189,38.3,35.3,27,44.8,6.03,752.1,24.4,10.4,Cotton
131.5,53.3,97.2,32,35.1,6.7,542.1,28.8,38.1,Cotton
200,26.1,85.3,32,56.2,7.09,576.6,25.9,10,Cotton
138.4,48.6,98.1,27,45,7.13,573.7,25.7,40.6,Cotton
158.9,17.9,83.6,32,49.9,7.13,564.3,28,45.3,Cotton
123.6,38.9,113.7,32,42.7,7.64,543.2,30,35,Cotton
168.5,37.2,61.2,29.8,51.2,6.96,683.1,26.6,28.1,Cotton
151.2,41.3,105,32,57.9,6.67,506.5,29.7,36.1,Cotton
154.4,38.1,32.7,29.8,31.8,6.76,625.3,26.9,40.2,Cotton
129.4,52.2,30,29.4,36.4,7.73,586.4,28.2,21.8,Cotton
165.4,41.8,56.6,32,44.6,7.83,499.9,24.4,19.2,Cotton
137.1,40.2,115.2,31.2,35.9,6.55,463.4,27.5,32.6,Cotton
125.7,39.3,76.2,32,43.8,6.25,400,28.6,21.2,Cotton
176,42.5,91.2,29.3,43.4,5.75,670.3,30.3,26.8,Cotton
147,39.2,47.2,32,57.7,6.43,442.3,30.4,25.3,Cotton
108.5,35,64.2,27,52.9,7.28,788.8,22.3,40.7,Cotton
146.8,33,60,32,49.1,7.62,705.9,32,23.1,Cotton
81.7,32.5,74.9,31.4,32.6,7.08,602,21.8,40.2,Cotton
159.5,33.1,86.1,32,52.6,6.83,416.1,25.8,48.8,Cotton
107.4,56.4,47.3,29.4,61.7,8,697.6,28.6,36.9,Cotton
152.8,44.1,61.3,32,41.4,6.64,704.8,27.4,29.7,Cotton
153.2,37.7,74.5,27.1,58.3,7.92,400.5,24.3,33.4,Cotton
200,48.2,50.5,27,70,7.32,589,26,19.9,Cotton
164.3,46,64.9,29.3,49.4,6.75,559,26.6,27.2,Cotton
187.3,48.1,92.9,31.4,63,6.5,590.1,25.6,31.6,Cotton
174.5,60,86.8,27,46.1,7.53,794.8,25.3,45.2,Cotton
135.6,48.6,53.1,28.5,64.3,6.91,575.9,31.1,20.2,Cotton
161.8,21.9,82.2,28.8,30.2,5.89,540.1,32,44.2,Cotton
87.9,42,109.2,28,49.5,7.38,657.7,27.8,10,Cotton
165.8,39.3,80.2,30,38,7.36,500.9,30,27.9,Cotton
99.9,21.3,116.6,32,47.6,7.35,599.8,29.3,37.4,Cotton
131.7,42,93.6,32,69.5,7.17,445.9,32,46.7,Cotton
200,31.4,99.5,30.5,39.5,6.41,520.1,28.5,52.8,Cotton
179.2,40.5,57.4,32,56.4,7.23,665.4,25.5,35.5,Cotton
126.1,57.6,66,32,36.2,6.79,583.5,30.4,19.3,Cotton
161.3,37.7,54.9,32,56.5,6.02,514.2,29.7,36.5,Cotton
200,47.3,82.5,29,42.8,5.5,718.5,24.4,33.5,Cotton
126.8,50.2,97.2,30,41.7,7.32,519.8,28,12.9,Cotton
118.7,43.2,56.6,27.9,38,6.99,659.5,27.2,33.9,Cotton
137.8,48.8,105,31.4,48.3,6.95,667.2,22.8,32.6,Cotton
94.9,42.3,78.9,32,51.6,7.21,598.1,20.1,39.1,Cotton
80,42,76,32,47.7,5.75,627.8,25.3,43.4,Cotton
165.3,37.7,80.8,29.1,50.5,6.99,656.5,26.4,18.1,Cotton
153.1,32.9,80.8,30.8,50.9,6.8,465.9,30.2,24.8,Cotton
157.4,51.8,94.4,27.4,64.7,7.1,756.9,30.7,16.6,Cotton
173.5,28.9,67.8,32,62.2,6.38,620.6,27.7,19,Cotton
97.1,45.1,82.5,32,66.6,6.39,760.9,23.8,44.6,Cotton
143.5,60,105.3,27.9,49.5,6.37,644.6,30.8,30.5,Cotton
108.5,50.9,94.9,32,53.8,8,584.4,25.4,30.8,Cotton
176.4,50.7,68,32,55.8,7.94,589,25.9,19.8,Cotton
128.1,32.8,59.3,32,45.4,7.89,645.4,29.4,31.7,Cotton
182.9,59.4,125.2,29.2,46.5,6.53,690,25.4,27.8,Cotton
199.9,41.5,58.8,32,52.9,6.74,583.1,27.4,20.6,Cotton
179.7,60,103.1,31.4,49,6.48,581.6,26.4,41.2,Cotton
124.4,25.7,101,30.3,57.9,6.7,875.7,23.2,10,Cotton
104.1,39.5,84,31.7,53.9,7.23,646.4,32,23.6,Cotton
150.6,49.8,114.9,28.4,50.3,6.63,702.8,22.6,36,Cotton
80,34,40.9,27,46.7,6.17,766.6,31.2,21,Cotton
102.8,30.3,70,29.5,43.8,7.9,400,30.6,16.5,Cotton
147.2,35.4,97.2,27.4,49.8,8,548,32,11.3,Cotton
103.4,19.4,84.2,27,63.2,8,425.8,32,25.3,Cotton
143.7,46.9,46.5,31.6,49.2,7.2,713.5,26.4,36.6,Cotton
112.3,60,72.9,30.4,66.4,6.93,766.1,31.3,42.7,Cotton
126.1,30.3,75.1,32,61.4,6.85,640.6,31.8,24.7,Cotton
162.7,37.6,106.7,29.7,30,7.11,626.1,24.3,40.2,Cotton
80,42.3,54.7,30.7,63.6,6.69,697.7,24.2,36.4,Cotton
112.7,38.7,59.6,32,44.8,7,414.9,24.5,19,Cotton
138.6,18,105.8,27,70,6.29,570.5,29.9,22.2,Cotton
200,52.1,51.1,32,48.5,6.12,453.5,27.9,23.1,Cotton
183.4,39.3,36.9,32,63,7.31,547.6,31.1,26.3,Cotton
114.2,28.9,77.7,32,60.2,6.29,498.5,32,29,Cotton
119.4,43.1,57.6,27,46.2,6.84,578.4,26.3,10,Cotton
118.7,50.1,70.3,27.6,60.7,6.86,645.8,28.7,18.3,Cotton
160.7,47.8,68.1,32,67.1,6.34,644.8,28.3,35,Cotton
148.2,32.6,124.6,29.3,30,7.95,785.4,32,38.7,Cotton
196.6,41.6,83.4,31.9,62.5,6.38,677.5,22,38.7,Cotton
148.5,38.1,46.1,29.8,44.4,7.85,604.4,24.5,34.7,Cotton
200,46.8,82.7,30.4,59.2,6.48,711.6,28.5,17.1,Cotton
152.3,50.2,104.5,27,51,7.02,526.1,26.5,35.6,Cotton
147.7,46.5,55.4,28.8,53.5,6.8,441.4,28.9,42.5,Cotton
118.1,32.9,69.1,31.6,60.8,7.45,427.9,25.5,13.3,Cotton
153.9,47.3,64.1,27,59.2,7.27,700.1,30.5,25.3,Cotton
165.3,60,63.1,31.2,41.4,6,495.8,25.9,41.7,Cotton
88.3,44.5,68.6,32,56,6.53,405.5,32,22.8,Cotton
187.8,43.5,48.9,30,57,6.23,846.1,30.2,39.7,Cotton
127.6,36.7,74.7,27,69,7.25,558.9,27.2,35.2,Cotton
146.9,35.9,68.3,32,53.3,6.73,400,28.6,49.4,Cotton
110.6,37.7,92.2,32,53.8,6.96,561.9,24.9,32.7,Cotton
197.5,30.7,79.7,30.2,48.7,7.54,400,27.8,29.7,Cotton
139.6,34.3,98.6,29.6,40,6.84,717.6,26,29.3,Cotton
151.3,37.9,121,29.7,43.7,6.93,615.4,28.2,32.4,Cotton
137.8,30.5,102,27,51.1,5.82,720.8,30.6,35.2,Cotton
103.3,38.4,84.6,28.9,53,6.1,1000,28.7,23.3,Cotton
176.9,23.3,88,30.5,56.5,7.2,455.1,32,21.6,Cotton
146.6,41.9,100.1,32,51.9,8,500.8,29.6,34.5,Cotton
132.7,21.9,46.1,30.2,35.9,6.77,475.2,32,27.5,Cotton
122.9,40.8,89,32,50.1,7.15,475.2,32,30.5,Cotton
104.3,54.1,38,30,42.2,7.11,648.8,28.1,39,Cotton
117.4,35.3,78.7,27,48.7,7.12,814.6,27.8,39.1,Cotton
169.7,43.6,72.1,29.8,55.1,6.66,558,32,39.1,Cotton
151.4,46.3,77.6,28.2,41.3,7.14,622.1,29.6,10,Cotton
176.8,29.4,90.8,30,43.4,7.63,520.5,25,32,Cotton
129,48.3,71.3,32,37.9,6.26,588,28,16.8,Cotton
200,46.7,85.7,32,46.4,7.42,742.1,30,46.1,Cotton
147.7,43.8,64.5,31.5,65.8,7.37,624.3,28.8,31,Cotton
189.7,19.6,87.9,27,41.4,6.89,400,27.1,28.1,Cotton
200,42.2,63.8,32,62.3,6.86,635,27.4,35.3,Cotton
174.6,35.3,72.3,28.5,51.9,7.3,463.1,27,41.8,Cotton
200,48,106,27.8,38.6,6.09,471.9,25.6,29.5,Cotton
172.4,30.1,74.7,32,48.3,7.2,477.2,22.4,29.7,Cotton
121.1,41.7,78.5,32,44.3,7.31,623.3,27.9,43.3,Cotton
179.9,44.4,68,30.9,40,7.04,850.4,26.2,22.7,Cotton
172.2,47,96.9,32,49.6,6.82,691.3,25.8,43.8,Cotton
182.4,48.4,118.1,29.2,31.4,7.17,709.8,28.3,23.7,Cotton
173.6,33.6,130.4,31.5,40.4,7.15,473.7,32,25.5,Cotton
156.6,36.3,99.2,31.8,42.2,6.56,720.5,31.5,38.6,Cotton
178.4,40.8,84.3,29.3,49,6.78,679.3,30.6,18.6,Cotton
141,55.4,93.9,32,45.9,7.52,549.7,30.6,14,Cotton
137.2,49.6,97.4,30.5,57.4,7.67,622.1,31.3,19.6,Cotton
75.7,37.2,50.5,29.9,70,5.04,174.3,28.8,59.9,Jute
22.1,47.4,44.9,28.1,76.7,5.55,200,25.6,60.1,Jute
43.2,36.7,53.3,34.1,83.9,5.58,198,24,55.2,Jute
57.2,11.6,50.7,29.4,75.8,4.86,200,24.7,58.9,Jute
35.2,29.7,46.3,24,83.1,5.19,200,24,56,Jute
47.3,22.5,52.9,31.9,80.8,5.03,160,28.6,67.6,Jute
25.9,26.4,35.4,33.7,81.1,4.8,160,26.5,50.7,Jute
40.4,32.6,37.6,32.5,79.4,5.24,177.2,24.6,59.6,Jute
51.9,37.2,55.8,33.2,83.9,4.92,160,32.4,62.5,Jute
44.2,18.2,35.5,30.2,83.5,5.19,200,32.8,58.3,Jute
53.3,36.2,43,29.2,82.2,5.56,188.6,26.1,70.5,Jute
29.9,38.4,61.3,31.8,82.8,4.9,160,31.6,56.3,Jute
23.3,38.8,40,28.6,78.7,5.19,191.1,29.1,43.3,Jute
49.8,25.5,51.8,26.3,84.6,4.85,200,28.4,70.1,Jute
44.3,13.6,47.6,29.9,84.1,5.1,169.1,30.1,76.3,Jute
24.2,22.9,34.9,26,72.3,5.22,161,32.3,51.2,Jute
34.9,29.5,35.5,36.4,81.1,5.45,160,27.4,52.7,Jute
28.6,25.7,52.4,25.3,74.6,5.53,198.4,24,56.3,Jute
38.8,30.3,59.2,31.3,76.7,5.39,194.4,29.6,72.3,Jute
32.4,35.7,44.3,30.5,70,4.92,200,26,66.5,Jute
38.3,37.2,58.5,29.4,74.7,5.17,160,27.2,50.6,Jute
28.1,36.6,41.4,30.8,82.1,5.41,200,25.7,47.9,Jute
38,34.6,55.5,40,77.5,4.89,183.5,25.7,44.9,Jute
43.7,29.5,32.3,26.2,76.5,4.8,160,29.5,66.3,Jute
47.8,38.6,57.9,29.2,76.7,5.87,160,27.6,71.1,Jute
29.1,39.6,28,29,83.9,5.31,181.2,24,49.3,Jute
38.1,30.8,58.1,26.7,75.4,4.96,176.4,26.4,40,Jute
35,21.8,45.8,27.5,76.7,5.25,188.2,28.9,62.4,Jute
38.6,19,42,28.7,70.4,5.87,200,30.8,40,Jute
45.7,33.8,46.6,35.5,90,5.32,187.3,24.3,59.4,Jute
46.1,38.1,57.8,29,82.4,5.36,188.7,30,55.5,Jute
52.9,20.2,31.2,32.5,80.1,5.1,200,29.3,52.8,Jute
51.7,21.5,59.1,31.8,74.2,5.24,173.7,28,54.7,Jute
42.8,25.8,52,34.8,83,5.61,200,32.7,60.6,Jute
50.4,24.2,61.1,27.1,77.9,4.8,160,29.3,68.1,Jute
45.9,33.4,33.6,27.4,74,5.05,191.2,27,58.9,Jute
43.8,13.7,47.6,32.8,81.6,4.88,195.8,26.6,64.2,Jute
38.2,27.5,37.9,29.9,78.2,5.18,187,26,40,Jute
52.8,44.7,50.4,27.3,73.8,5.43,196.1,30.4,58.1,Jute
54.2,34.7,39.1,31.8,80.8,5.02,200,27,63.6,Jute
41.9,34.2,44.6,30.8,84.2,4.97,175.9,24,68.7,Jute
56.2,43.7,33,31.6,83.2,4.8,200,29.3,58.6,Jute
54.4,47.6,53.9,27.2,76.8,5.31,200,26.1,70.5,Jute
45.2,43.6,45.2,29.9,77.5,5.71,171.3,29,76.3,Jute
35.8,25.8,42.2,40,80.3,5.21,178.4,29.6,46,Jute
43.2,39.7,53.5,36.2,70,5.02,160,26.8,74.5,Jute
42.4,40.3,48.3,24.6,86.5,5.03,187.3,29.8,66,Jute
43.1,20.4,53.7,34.9,82.7,5.25,179.7,24.5,57.1,Jute
23.7,39.8,62.2,32.2,70.8,5.41,179.5,26.9,59.3,Jute
35.9,32.1,48.2,34.1,90,5.28,188.5,28.1,64.9,Jute
48.4,30.4,51.2,29.6,72.8,5.46,200,33.2,61.6,Jute
43.6,45.1,69.7,24,70,5.49,200,27.5,57,Jute
49.4,35,46.7,29.1,75.6,5.06,167,28.9,63.4,Jute
66.2,31.8,58,25,82.1,5.43,179.5,27.5,62.3,Jute
48.4,21.4,53.8,33.3,78.1,5.1,160,27.4,67.1,Jute
52.2,31.7,42.7,32.5,81.4,5.35,180.8,24,40,Jute
34.8,48.6,44.6,30.1,75.5,5.36,160,28,71.7,Jute
38.1,24.8,47.4,28,81.4,5.16,193.7,26.7,52.8,Jute
41.9,38,64.5,37.2,75.8,5.09,187.6,25.4,50.5,Jute
32.9,29.5,65.9,28.7,78.8,5.37,160,28.2,55.6,Jute
48.8,60,56.2,24,78.9,5.51,200,26.7,65.3,Jute
30,33.2,58.9,34.5,77.8,4.96,193.4,27.5,61.7,Jute
56.9,39,69.6,29.8,77.7,5.4,188.2,27.1,55,Jute
44.2,42,52.6,31.2,73.2,5.63,190.2,32.9,75.6,Jute
44,36.5,58.7,28.6,86.4,5.19,200,24.2,64.8,Jute
29.4,35,49.1,29.8,81.4,4.8,160,26,62.9,Jute
33.6,40.9,51.2,32.2,78.5,5.23,198.8,28.9,74.7,Jute
45.7,16.4,24.3,32.9,77.7,5.18,200,24,71.8,Jute
40.8,24.8,36.9,29.2,70,4.99,185.5,33.3,74.5,Jute
21.4,44.4,55,26.9,72.6,5.2,164.2,31.2,66.9,Jute
36.5,51.1,59.2,28.3,77.6,5.18,189.1,30.5,62,Jute
58.8,29.4,33,28.1,83.8,5.82,172.7,26.6,53.4,Jute
35.9,18.3,53.5,31.9,76.3,5.2,197.6,30.1,76.3,Jute
35.9,34.6,45.3,35.2,72.4,4.84,172.7,25.9,71.1,Jute
46,45.5,45.4,32,90,5.26,162.9,26.8,61.4,Jute
45.9,32.8,50.3,26.2,80.9,5.41,168.6,25.7,71,Jute
53.8,10.9,56.5,29.6,78.6,4.99,197.3,31.2,82.8,Jute
43,34.3,54.1,26.1,90,5.15,160,24,77.2,Jute
29.7,20,58.8,30.2,76.8,5.25,160,30.2,59.7,Jute
56,36.1,42.9,29.8,84.5,5.37,197.9,33.3,63.4,Jute
43.1,31,42.7,33.1,79.3,4.8,191,28.7,57.4,Jute
17.2,45.3,52.3,29.9,84.9,5.29,200,26.3,58.9,Jute
36.8,32.2,59.8,28.6,78.5,5.59,182.4,29.2,44.6,Jute
37.3,23.6,55.7,30.1,82.3,5.53,169.7,27.8,90,Jute
49.9,33.5,37.8,30.8,84.5,5.23,175.3,26,55.6,Jute
48.7,45.5,39.4,27.7,89,5.36,165.6,29.1,62,Jute
43.2,29.8,54.3,31.6,78.6,5.14,188.6,29.4,59,Jute
39,35.8,37.9,31.3,74.8,5.46,194,29.7,73.5,Jute
33.7,22.1,44.5,27,83,5.8,190.3,29.9,43.9,Jute
56.5,33.4,29.7,34.7,87.7,5.18,160,27.5,52,Jute
49.7,52.2,47.4,33.9,78.2,5.47,192.1,27.7,67.2,Jute
38.2,27.2,36.7,28.3,81,5.21,200,25.6,82.6,Jute
30.5,40.3,68.4,29.7,79.6,5.29,160,28.1,71.3,Jute
62.3,37,62.2,27.5,73.3,5.13,200,25.4,45.3,Jute
35,26.3,50.4,28.9,70.6,5.07,185.6,31.3,58,Jute
26.9,43.7,40.5,24.6,84.2,4.92,160,26,40,Jute
42.8,41.8,56.6,28,71.8,5.05,189.8,25.4,54.2,Jute
37.7,18.6,53.2,27.8,78,5.12,163.2,27.2,57.7,Jute
30.3,25.7,53.2,26,89.1,5.3,184.3,31.1,56.3,Jute
50.9,23.5,57.2,32,78.3,5.54,180.5,24,53.5,Jute
44,39.1,61.7,24,89.8,5.8,179.4,31.2,50.5,Jute
29.3,38.9,34.5,34.8,77.3,5.19,161.7,25,64.8,Jute
34.6,30.4,35.5,32.4,81.3,6,170.2,30,60.7,Jute
43.9,31.9,34.2,37.1,83.1,5.22,160,25,61.7,Jute
51.5,31.2,27.4,26.6,81.3,5.72,170.9,30.5,74,Jute
48,36.1,42.2,32.9,72.2,5.63,196.2,25.1,70.8,Jute
31.1,47,45.5,31.1,90,5.15,160.7,29.1,73.7,Jute
46.1,23.4,57.5,29.5,82.4,5.02,200,26.8,68.3,Jute
37.6,26.1,39.7,30.6,81.2,4.8,200,25.3,59.9,Jute
54.7,32.4,58.8,34.8,78.4,4.93,162.2,28.1,76.7,Jute
43.7,25.7,54.7,29,78.8,5.38,160,25.3,66.1,Jute
45.5,34.3,46.7,24.5,80.5,5.51,175.8,27.3,69.8,Jute
42.6,30.6,55.8,28.1,74,4.99,168.1,27.4,52.7,Jute
35.2,23.2,60.8,25.5,75.4,5.45,162.7,30.9,53.8,Jute
39.4,19.2,31.2,30.7,75,5.28,180.5,26.7,78.6,Jute
39.1,30.2,49.4,31.8,79.7,5.09,161.7,29.1,77.9,Jute
50.1,12.6,52.9,25.4,81.6,5.24,198.1,24,48.3,Jute
44.5,39.8,42.6,30.2,81.9,5.02,160,29.4,48.2,Jute
18.3,40.3,44,29.1,82.7,5.28,160,30.2,62.9,Jute
46.2,34.3,55.4,29.8,88.6,5.45,174.4,26.3,59.8,Jute
33.3,28.3,56.2,27.1,83.4,5.5,160,24.8,59,Jute
48,24.8,55.2,29.4,77.9,5.36,160,30.3,74.9,Jute
41.7,34.8,54.3,28.3,85.5,5.45,167.5,28,52,Jute
32.2,17.1,60.1,35.1,79.8,5.37,200,30.8,43.5,Jute
46.4,36.4,46.4,32.6,90,5.1,174.2,24.6,47.8,Jute
60.6,12,51.1,30.2,84.1,5.17,165.6,24,60.1,Jute
49.2,30.2,49.7,29.6,74,5.98,166.8,24,63.3,Jute
54.8,31,42.7,24.1,84.5,4.92,200,32.9,70.4,Jute
57.5,29.9,43.6,34.2,83.5,5.46,175.3,26.2,74.9,Jute
36.4,24,38.9,33.9,78.3,5.7,188.8,27.8,51.4,Jute
41.2,35.5,52.6,37.3,78.5,5.51,173.5,27.1,70.2,Jute
31.9,20.2,59.4,27.8,71.4,4.84,182.2,31.2,90,Jute
49.8,26.7,60.2,24.4,80.2,5.55,200,26.2,67.1,Jute
49,26.7,51.9,31.7,82.2,5.38,189.7,31.9,59.6,Jute
25.3,23.7,43.7,30.9,86.2,5.77,164.4,28,48.6,Jute
41.4,17.9,48.2,33.6,79.7,5.04,160,24,59.7,Jute
29.2,16.7,61.3,26.4,79.6,5.13,200,31.8,65.6,Jute
58.4,24.4,58.2,34.5,78.3,5.31,177.6,27,54.2,Jute
46.4,19.2,59.5,24.8,90,5.72,200,30.9,72.6,Jute
